H	64
E	83
N	83
A	85
N	76
T	59
S	79
B	65
N	71
H	78
A	47
E	69
N	68
E	92
K	65
U	75
J	74
Z	77
N	76
A	59
D	76
W	67
D	71
E	74
I	68
O	78
H	75
A	69
O	60
Z	64
A	81
E	62
P	72
T	62
Z	69
I	85
J	73
E	81
B	74
Z	82
O	63
N	82
P	64
T	74
A	85
U	68
I	75
A	60
A	65
P	71
Y	64
O	84
A	68
N	81
U	69
Y	92
I	71
N	71
M	69
L	72
C	59
T	63
E	81
E	75
O	64
O	79
A	103
O	89
T	93
N	86
A	83
N	75
T	73
J	63
T	82
N	77
O	66
I	79
O	71
T	84
A	71
H	96
J	72
N	74
C	62
R	78
C	86
W	72
P	63
I	67
S	77
C	66
D	74
E	48
I	77
E	91
O	68
A	51
A	79
O	88
Z	79
W	69
N	66
T	61
O	74
E	95
L	68
M	78
D	59
C	74
E	92
T	66
C	78
K	72
J	51
I	76
W	76
W	58
P	76
N	84
K	64
K	59
I	82
A	71
T	78
A	65
A	81
I	67
W	57
Y	64
W	81
P	77
A	52
W	84
E	79
S	106
N	76
S	89
Y	64
N	78
H	86
I	70
K	77
A	51
E	94
R	74
E	85
L	39
Y	68
N	73
N	67
W	77
E	72
D	70
N	76
H	65
M	86
I	77
S	82
I	79
I	82
H	98
J	75
K	72
I	61
W	70
N	72
Y	91
O	70
S	64
O	80
O	84
T	68
I	101
D	63
K	65
O	81
A	90
W	67
A	83
C	61
S	78
B	83
Z	81
C	82
N	88
C	83
E	90
A	64
C	84
N	67
I	78
O	76
W	68
O	87
L	49
O	86
Y	74
W	77
D	67
H	76
Z	107
K	78
I	94
C	86
S	65
R	77
C	65
W	69
Z	79
M	93
O	68
N	75
Z	92
L	72
T	54
P	69
R	63
O	75
H	79
N	88
E	72
T	67
I	65
W	78
L	65
Z	46
Y	86
I	80
I	66
I	85
E	70
E	81
N	74
Y	90
D	76
T	77
O	72
Z	115
E	75
A	82
I	95
R	77
A	67
O	74
D	73
C	64
L	72
K	65
A	59
J	69
E	84
Z	44
W	65
J	68
J	70
I	73
I	75
M	90
R	75
C	68
R	88
R	79
N	75
W	83
P	67
N	62
I	74
N	77
O	64
E	80
E	75
A	31
I	86
R	80
T	68
I	74
U	62
E	84
D	52
R	100
D	77
Z	47
A	85
Y	68
Y	69
S	61
W	66
Y	75
O	77
W	48
