I	91
J	77
N	100
W	51
Y	63
W	72
P	84
S	65
C	70
O	84
H	75
A	74
W	60
S	70
N	76
A	81
O	87
Z	94
W	95
B	109
E	73
R	68
U	87
Y	72
A	61
M	75
A	56
U	63
D	60
W	71
N	91
A	47
R	68
C	65
N	94
W	68
B	81
O	74
I	83
L	53
T	74
D	77
A	65
Z	67
E	113
N	69
T	88
H	82
W	40
E	97
Z	57
A	65
O	52
A	27
P	71
Y	59
O	69
I	67
N	80
I	78
C	85
Y	75
K	74
T	76
A	100
I	77
O	63
D	54
C	75
H	65
L	68
I	99
E	92
S	71
C	85
I	93
I	75
J	72
Y	62
E	72
W	81
N	73
R	77
Z	86
W	117
O	87
P	72
A	63
I	67
O	82
D	53
H	69
D	79
J	74
O	74
W	76
S	84
I	63
K	82
A	58
N	60
Z	64
R	70
E	53
O	71
T	75
E	90
Y	74
I	88
A	100
C	80
D	74
A	63
T	75
R	90
L	88
A	54
C	80
H	76
Y	73
J	74
Z	106
O	101
Z	94
E	70
O	75
N	87
M	78
P	76
K	88
O	69
H	88
L	80
J	69
J	73
D	67
C	78
K	74
O	107
M	74
O	76
K	87
O	93
N	72
E	92
T	76
D	77
E	89
N	86
L	65
W	86
W	58
N	79
E	89
O	79
U	64
I	68
K	65
A	90
I	85
N	74
O	71
Y	78
A	59
C	63
L	80
Z	59
T	77
W	61
P	88
I	75
S	53
S	84
Z	60
O	87
E	63
E	72
A	59
Y	72
W	61
A	12
J	79
L	64
Y	69
O	90
E	79
P	81
W	81
A	60
I	90
M	69
A	45
I	83
O	68
W	97
A	86
N	85
T	70
Y	71
P	73
N	66
C	76
N	81
I	86
W	57
I	73
J	81
Z	92
R	99
E	93
T	74
E	79
N	74
N	66
O	86
S	78
K	77
W	86
H	65
I	96
E	112
M	72
A	43
C	80
T	59
N	89
A	81
Y	74
I	90
N	80
B	78
A	50
E	59
A	76
O	78
C	82
A	65
A	77
I	85
K	73
R	96
N	72
I	85
