Y	70
W	82
E	80
J	72
C	56
W	55
T	67
H	76
D	94
E	76
R	68
N	65
N	65
Z	40
O	81
N	70
R	69
E	63
A	36
N	67
O	75
N	87
H	71
U	68
W	56
O	80
H	75
P	79
E	88
I	73
A	64
O	61
Z	79
Y	70
S	70
C	70
E	74
W	78
C	77
L	80
D	50
Z	69
N	79
A	77
P	68
E	76
E	72
A	58
J	58
E	55
Y	73
W	62
I	69
I	74
P	80
M	71
T	92
N	77
N	67
T	54
W	57
I	64
U	58
Z	55
Y	78
N	76
R	75
N	87
O	86
I	67
I	55
Y	78
S	79
E	72
Z	88
A	50
Y	68
W	60
E	63
S	67
L	71
N	71
N	66
K	75
N	83
C	52
E	25
S	58
D	80
Y	68
T	84
A	76
O	70
E	73
T	55
H	74
S	77
E	72
W	50
U	82
W	63
R	84
Y	64
E	83
T	66
O	84
S	63
T	80
Z	58
C	62
K	82
C	82
K	66
A	42
A	72
N	75
A	51
T	77
A	65
A	59
J	62
C	75
C	70
P	94
T	61
N	64
I	74
O	67
W	21
W	51
T	83
L	75
T	64
K	74
N	72
A	85
I	64
E	60
Y	65
P	70
Z	50
O	74
Y	65
H	74
H	74
N	75
L	57
I	76
H	55
O	61
I	75
A	45
C	52
R	92
N	79
S	48
O	73
L	65
Z	49
Z	51
C	101
O	78
O	75
E	74
A	63
I	82
W	68
O	80
A	72
B	62
I	89
A	27
I	84
D	58
O	56
J	77
N	72
D	68
M	69
K	79
A	59
D	46
N	57
B	82
B	73
R	71
O	68
A	50
O	94
I	72
K	61
W	61
A	45
M	75
Z	70
Z	43
W	72
I	81
I	57
I	78
C	80
C	77
W	57
E	79
J	77
D	56
J	70
I	73
W	61
W	50
T	60
I	68
