S	80
I	63
W	75
P	71
I	71
O	70
J	64
R	81
W	81
N	66
E	88
O	74
I	39
I	84
D	128
R	86
S	111
Z	168
A	97
Z	124
E	92
P	89
I	63
L	87
T	103
N	85
Y	66
K	77
N	76
N	57
A	90
W	102
Y	104
L	76
W	90
R	10
W	80
A	107
T	83
J	52
K	45
T	82
N	101
C	76
K	65
H	59
I	86
E	102
N	86
C	78
H	81
R	103
M	63
T	77
N	77
I	57
A	96
S	129
T	58
T	106
W	70
A	70
H	66
K	75
I	91
W	110
R	97
W	94
C	81
K	73
A	118
Z	97
L	63
I	69
S	102
O	67
N	68
N	66
E	70
Z	19
M	68
Z	100
N	64
W	98
A	145
O	66
H	71
S	92
Z	19
H	75
E	95
A	106
N	81
Z	167
C	65
K	74
M	146
Y	71
A	103
P	66
W	83
A	102
I	10
O	72
T	100
E	153
I	67
A	51
I	10
I	62
K	64
N	73
C	92
J	78
J	65
N	144
S	76
J	85
Y	68
D	75
T	96
R	83
E	90
A	105
T	162
N	69
O	102
A	92
A	87
S	12
T	119
P	63
N	39
C	23
E	139
O	83
W	120
P	68
N	69
E	112
I	69
C	98
W	93
Z	29
U	67
E	88
N	30
Z	12
Z	116
U	60
W	87
O	44
A	135
C	76
L	78
M	80
A	66
O	77
I	89
I	57
K	60
D	32
T	79
N	70
O	76
W	94
Y	59
D	76
I	71
Y	73
O	93
K	61
D	29
T	10
C	87
D	99
U	77
R	77
L	83
Y	72
Z	139
Y	64
P	67
Y	92
I	60
L	71
I	71
W	92
N	83
E	86
Z	92
P	73
S	82
C	70
Y	64
K	91
H	66
H	58
U	53
A	112
E	70
Y	57
P	65
S	92
M	75
A	143
M	73
N	69
A	112
N	82
Y	73
E	75
W	104
E	10
O	77
J	61
J	85
O	58
C	78
E	82
N	83
N	10
A	76
I	61
A	32
W	138
Y	64
N	73
T	138
T	103
A	156
H	74
E	126
N	95
R	93
C	113
Z	23
D	90
L	72
W	112
Y	51
A	96
D	19
A	142
O	66
Y	68
B	69
E	137
O	100
E	138
S	75
R	114
O	99
J	54
O	63
O	78
B	105
W	85
O	67
E	100
I	77
E	95
A	103
R	148
O	62
L	73
A	99
B	80
I	66
A	127
S	19
E	73
A	90
O	69
T	119
Y	69
O	48
H	57
E	82
I	67
W	74
O	64
I	61
M	74
