D	68
A	62
C	71
N	17
N	83
L	72
Z	79
O	114
J	86
U	57
K	73
I	15
D	77
P	65
J	64
N	19
I	10
W	57
J	64
S	79
E	68
I	66
I	68
T	68
R	52
K	71
R	75
Y	50
C	61
T	76
W	64
N	84
S	87
N	95
W	70
N	81
A	78
A	74
O	79
A	74
W	70
A	69
I	19
W	66
K	67
Z	70
D	71
H	81
D	84
D	66
W	74
O	123
N	99
T	57
Y	61
O	116
N	78
N	77
W	90
C	64
O	67
A	89
E	61
R	80
A	76
M	176
T	65
I	20
O	69
E	80
O	84
N	77
E	76
R	82
W	61
K	72
B	88
I	103
O	72
I	76
S	62
M	102
P	79
J	108
C	68
E	81
N	77
S	46
A	73
I	76
O	82
A	70
C	83
O	63
B	59
J	73
I	23
W	77
H	76
T	61
E	62
D	68
Y	53
K	67
Z	70
A	70
P	72
O	78
C	52
I	86
L	71
O	70
Z	64
U	71
O	59
L	62
I	18
S	79
E	63
E	83
Y	57
E	67
E	79
K	91
A	72
Z	70
Z	88
W	68
A	54
A	67
E	67
E	75
C	67
P	76
Y	46
Z	65
I	64
E	53
E	69
N	15
A	59
N	81
T	62
J	66
E	92
P	63
I	73
D	66
T	73
Z	87
J	91
J	70
W	71
A	48
K	74
T	70
A	64
R	60
U	51
R	71
N	78
M	82
Y	57
L	61
C	78
S	53
C	60
D	65
N	18
T	56
A	63
W	79
S	70
A	72
S	57
A	63
E	72
W	72
Y	54
S	61
E	69
E	70
N	66
M	78
B	81
C	78
H	71
I	76
K	81
Y	72
L	70
Y	58
N	20
N	75
I	17
O	53
P	122
R	70
J	79
N	75
W	61
Z	100
I	78
S	67
I	62
J	75
O	91
N	23
S	70
W	67
Z	75
T	67
O	58
E	88
A	67
N	106
T	70
Y	82
I	76
R	71
H	86
N	10
I	68
D	58
W	77
O	106
H	84
H	63
I	96
W	68
C	58
W	67
T	55
I	79
I	74
Y	68
T	66
P	62
O	58
E	47
O	72
U	60
A	78
A	61
Y	61
T	73
A	57
L	74
E	75
O	82
T	60
A	64
P	74
E	80
O	63
L	83
W	75
R	67
Z	72
M	66
T	67
N	72
E	65
S	67
W	62
N	93
O	69
I	64
