I	78
I	62
W	65
E	67
O	80
D	80
T	70
I	71
A	65
A	76
S	63
N	73
N	80
D	56
T	75
O	92
J	70
J	69
I	63
A	94
P	69
T	73
W	68
A	64
J	85
R	88
C	69
N	91
T	66
I	77
C	72
L	66
K	83
N	71
A	67
O	75
W	72
I	62
D	64
C	66
C	82
H	63
Z	49
D	72
A	59
O	76
E	43
S	69
E	66
J	68
E	86
E	78
A	68
A	48
J	75
I	73
O	62
E	69
O	81
O	49
A	66
I	91
C	66
S	79
K	74
N	73
N	73
W	66
N	65
I	90
L	77
C	90
H	67
A	63
T	67
Z	53
T	58
N	74
J	69
S	68
O	76
I	64
A	86
T	67
O	64
E	65
Y	78
C	82
C	55
J	84
Y	60
Z	59
E	50
U	92
A	57
Y	71
O	92
A	57
L	76
T	60
B	84
R	103
I	81
B	78
Z	44
D	67
N	77
N	72
Y	77
P	65
Z	65
E	77
N	64
N	60
H	73
N	52
T	65
H	63
W	56
Y	76
Z	50
W	70
A	59
T	78
E	71
L	77
I	67
N	72
T	60
A	59
O	51
W	76
O	66
Y	76
I	74
R	62
O	70
L	27
W	63
E	76
O	75
M	77
A	64
S	74
E	78
K	62
E	83
H	76
N	64
E	75
U	65
D	69
A	60
H	82
P	77
K	71
R	69
T	54
C	51
Z	71
D	75
N	74
W	73
S	63
K	72
W	74
M	71
I	75
E	66
A	70
I	56
N	71
P	72
N	68
K	79
B	77
D	74
W	66
I	81
P	64
K	71
C	92
A	53
N	76
L	62
W	75
W	61
E	71
A	66
A	62
Y	64
J	59
R	68
H	98
P	77
O	57
E	104
I	81
A	42
W	81
M	75
N	74
O	77
I	84
E	99
R	72
E	83
Z	67
A	71
Z	44
O	66
N	68
E	81
O	61
W	53
Y	68
C	75
O	68
E	85
A	52
E	68
R	71
S	76
I	73
C	58
W	64
