Y	73
S	123
N	91
I	88
Z	77
S	68
J	73
S	96
O	73
O	73
E	59
A	81
N	82
W	66
Z	50
I	65
R	60
R	82
T	63
J	98
L	64
A	63
M	77
C	84
W	86
O	85
Y	77
B	89
B	83
Z	60
D	78
H	95
P	77
I	90
O	99
Y	79
O	77
D	73
M	71
Y	91
W	52
K	74
S	58
A	109
A	59
N	78
T	80
N	80
W	70
I	72
H	79
Y	80
N	68
Z	119
I	64
N	70
E	93
Z	41
C	66
R	82
W	57
E	78
A	84
Z	72
E	84
N	78
K	72
A	57
W	59
N	78
I	67
N	67
E	70
L	68
U	71
N	78
O	76
E	83
Y	78
M	72
A	69
T	65
O	78
O	92
L	58
C	65
S	52
R	87
P	79
O	62
O	84
J	58
I	84
O	87
N	66
J	66
D	72
D	60
I	106
I	94
Y	74
W	70
N	72
C	70
A	98
I	77
O	79
Z	78
O	99
W	85
A	99
P	78
Y	81
Z	90
W	101
L	80
Y	65
N	71
N	74
U	65
E	79
L	85
O	118
J	68
I	78
E	80
N	66
O	66
W	74
L	65
A	49
C	72
A	74
A	102
I	88
W	62
T	63
E	97
N	82
E	87
E	88
S	63
Y	68
N	80
L	75
D	81
N	78
A	46
Y	87
K	63
H	88
P	85
R	71
E	65
Z	48
S	103
H	74
O	82
D	67
C	93
A	67
T	71
I	86
R	79
C	101
K	75
I	75
T	72
T	78
A	68
T	69
N	74
A	118
C	69
H	68
I	80
I	82
W	72
I	104
N	86
M	102
I	101
T	79
N	76
U	88
C	89
S	66
W	77
A	12
E	94
A	65
I	82
W	50
N	84
J	99
E	95
W	79
I	69
Z	51
N	87
K	71
I	74
W	60
C	63
W	70
S	83
A	54
O	60
O	78
H	67
P	62
R	72
E	100
T	70
A	85
J	88
Y	70
A	75
Z	62
K	97
J	84
E	78
A	101
M	73
A	68
A	58
E	76
O	69
E	95
I	76
Y	71
P	53
M	80
A	63
L	81
P	84
E	92
A	41
T	82
I	75
O	92
M	97
E	63
D	71
K	70
O	75
O	75
T	69
N	95
E	114
Z	122
Z	42
R	58
H	94
P	81
N	87
W	79
K	75
C	79
A	60
D	60
B	70
C	54
T	76
I	96
A	82
